Purani yaadein bhul raha hoon (Alzheimer's) aur stroke ke baad memory loss ho gaya hai.,"Alzheimer's disease, Stroke, Dementia in Parkinson's disease, Age related memory loss, Head injury",,
"Daru aur afeem ki aadat (Opioid addiction) chhodni hai, bhot talab lagti hai.","Opioid dependence, Alcohol addiction",,
"Sar me achanak bhot tez dard hua (Subarachnoid haemorrhage), emergency case hai.",Subarachnoid haemorrhage,,
"Pet me bhot keede (Worm infections) hain, vajan ghat raha hai.",Worm infections,,
"Udas lagta hai, bistar pe peshab ho jata hai aur naso me dard (Neuropathic pain) hai.","Depression, Bed-wetting, Neuropathic pain",,
"Aankh me fungus (Fungal infection) lag gaya hai, laali aur sujan bhot hai.",Treatment of Fungal infections of eye,,
Sardi me ungliyan neeli pad jati hain (Raynaud's) aur Migraine se bachav chahiye.,"Raynaud's disease, Treatment and prevention of Migraine",,
"Smoking chhodni hai (Quitting smoking), nicotine ki talab kam karni hai.",Quitting smoking,,
Infection wala dast (Infective Diarrhea) aur pet ke keede bhot pareshan kar rahe hain.,"Treatment of Infective Diarrhea, Treatment of Worm infections",,
Infertility ki wajah se conceive karne me dikkat aa rahi hai.,Infertility,,
Safe emergency contraception chahiye pregnancy rokne ke liye.,Emergency contraception,,
"Ulti (Vomiting) aur dast ek sath ho rahe hain, dehydration lag raha hai.","Treatment of Nausea, Treatment of Vomiting, Treatment of Diarrhea",,
Skin par lal patches aur bhot khujli (Eczema) hai.,Eczema,,
"Liver, kidney ya thyroid cancer ka treatment start karna hai.","Liver cancer, Kidney cancer, Thyroid cancer",,
Peshab rokne me mushkil (OAB) aur muscle spasm ki problem hai.,"Overactive bladder (OAB) symptoms, Prevention of Migraine, Cervical Dystonia, Muscle spasm",,
"Schizophrenia aur Mania ke attack aa rahe hain, dimaag kabu me nahi hai.","Treatment of Schizophrenia, Treatment of Mania",,
"Bavasir (Piles) ho gayi hai, dard aur swelling bhot zyada hai.",Piles,,
Acromegaly ki wajah se sharir ke ang bhot badh rahe hain aur bleeding ho rahi hai.,"Acromegaly, Carcinoid tumours, Bleeding esophageal varices",,
"Anxiety disorder hai, har waqt panic attacks aate hain.",Anxiety disorder,,
"Purane zakham (Chronic wounds) thik nahi ho rahe, skin healing treatment chahiye.",Treatment of Chronic non-healing wounds,,
Heart attack aur stroke se bachne ke liye prevention dawai chahiye.,"Prevention of Heart attack, Prevention of Stroke",,
BP low rehta hai aur heart failure ke symptoms mehsoos ho rahe hain.,"Heart failure, Low blood pressure",,
Rabies se bachne ke liye injection lagwana hai (dog bite case).,Treatment of Rabies,,
Bachon ko rotavirus wale dast se bachane ke liye vaccine lagwani hai.,Prevention of diarrhea due to rotavirus,,
Jodon me sujan (Arthritis) aur pet me purani jalan (Ulcerative colitis) ki shikayat hai.,"Rheumatoid arthritis, Ankylosing spondylitis, Psoriasis, Ulcerative colitis, Crohn s disease",,
Pet me bhot tez dard mehsoos ho raha hai (Abdominal pain).,Abdominal pain,,
Rubella infection se bachne ke liye preventive vaccine chahiye.,Prevention of Rubella,,
Allergy ki wajah se naak beh rahi hai aur Asthma me saans lene me takleef hai.,"Sneezing and runny nose due to allergies, Treatment of Asthma",,
"Haddiyan kamzor ho rahi hain, Calcium ki bhot kami mehsoos hoti hai.",Treatment of Calcium deficiency,,
"Liver ka purana infection (Chronic Hepatitis B) hai, antiviral treatment chal raha hai.",Treatment of Chronic hepatitis B virus (HBV) infection,,
"Dhoop me skin jal gayi hai (Sunburn), bhot jalan aur laali hai.",Sunburn,,
Menopause ke baad haddiyan bhot jaldi toot rahi hain (Osteoporosis).,Treatment and prevention of Post menopausal osteoporosis,,
Kidney transplant ke baad body naye organ ko reject na kare uski dawa chahiye.,Prevention of kidney transplant rejection,,
Peshab ki nali me muscle spasms aur tez dard ho raha hai.,Treatment of Muscle spasms of the urinary tract,,
Dimaagi santulan bigad gaya hai (Schizophrenia) aur bhot zyada gussa/Mania aa raha hai.,"Treatment of Schizophrenia, Mania",,
"Ghabrahat (Anxiety), chakkar (Vertigo) aur Migraine ke sath ulti jaisa lag raha hai.","Treatment of Anxiety, Treatment of Nausea, Treatment of Vomiting, Treatment of Migraine, Treatment of Vertigo",,
"Sharir me bacterial aur parasitic infection ho gaya hai, bukhar ruk nahi raha.",Bacterial & parasitic infections,,
Sir bhot chakrata hai (Vertigo) aur Meniere's disease ke symptoms lag rahe hain.,"Vertigo, Meniere's disease",,
"Garam paani ya aag se skin jal gayi hai (Burns), dressing ki zarurat hai.",Burns,,
"Saamp ne kaat liya hai (Snake Bite), emergency anti-venom treatment chahiye.",Snake Bite,,
Jalne ki wajah se zakham (Wound infection) ho gaya hai aur pus nikal raha hai.,"Burns, Wound infection",,
Pet me marore (IBS) aur abdominal pain bhot zyada hai.,"Improving Abdominal pain, Treatment of Irritable bowel syndrome",,
Skin par khujli (inflammation) hai aur pet me intestinal ulcers mehsoos ho rahe hain.,"Treatment of Skin conditions with inflammation & itching, Treatment of Intestinal ulcers, Treatment of Stomach ulcers",,
Tetanus aur Diphtheria se bachne ke liye injection lagwana hai.,"Tetanus, Diphtheria",,
Danto me thanda-garam lag raha hai (Hypersensitivity) aur masoodo me sujan hai.,"Treatment of Hypersensitivity, Treatment of Inflammation of gums, Treatment of Dental cavities",,
"Balgam bhot gadha (viscid mucus) ho gaya hai, saans lene me blockage hai.",Respiratory tract disorders associated with viscid mucus,,
Breast me ganth (Fibrocystic disease) aur pain mehsoos ho raha hai.,Treatment of Fibrocystic Breast Disease,,
"Mooh bhot sookh raha hai (Dry mouth), thook nahi ban raha.",Treatment of Dry mouth,,
"Naso me sujan aur dard hai (Thrombophlebitis), blood flow thik nahi hai.",Treatment of Thrombophlebitis,,
Pairo me khoon ka bahav kam hai (Peripheral vascular disease) aur chalne me dard hota hai.,"Peripheral vascular disease, Intermittent claudication",,
"Kaan me har waqt ghanti bajti rehti hai (Tinnitus), bhot pareshani hoti hai.",Tinnitus (ringing in the ears),,
Seene me jalan (Heartburn) aur pet me ulcer ki wajah se acidity bhot rehti hai.,"Treatment of Gastroesophageal reflux disease (Acid reflux), Treatment of Peptic ulcer disease, Treatment of Heartburn",,
"Aankh ya kaan me bacterial infection ho gaya hai, drop chahiye.","Bacterial eye / ear infections, Treatment of Bacterial eye infections",,
"Asahniya dard (Moderate to severe pain) ho raha hai, heavy painkiller chahiye.",Moderate to severe pain,,
Skin par lal patches (Psoriasis) aur face par acne ho gaye hain.,"Psoriasis, Acne",,
Cystic fibrosis ki wajah se lung infection aur aankh me bacterial infection hai.,"Treatment and prevention of Lung infections in patients with cystic fibrosis, Treatment of Bacterial eye infections",,
Dimaag me ganth (Brain tumor) ki diagnosis hui hai.,Brain tumor,,
Mooh ke andar safed lakeerein aur jalan hai (Oral lichen planus).,Oral lichen planus,,
TB (Tuberculosis) se bachne ke liye prevention aur vaccine chahiye.,Prevention of Tuberculosis (TB),,
Skin par daad (Fungal skin infection) aur sujan (Dermatitis) ho gayi hai.,"Dermatitis, Fungal skin infections",,
Sharir me vitamins ki bhot kami hai (Mineral deficiency).,Vitamin & mineral deficiency,,
Periods ka dard (Menstrual pain) bardaasht se bahar hai.,Menstrual pain,,
Hepatitis A aur B ke virus se bachne ke liye vaccine leni hai.,"Prevention of Hepatitis A infection, Prevention of Hepatitis B infection",,
Sepsis aur Pancreatitis ki wajah se halat bhot gambhir hai.,"Treatment of Severe sepsis, Treatment of Pancreatitis",,
Bavasir (Piles) aur varicose veins ki wajah se pairo me sujan (Lymphedema) hai.,"Treatment of Varicose veins, Treatment of Piles, Treatment of Lymphedema",,
Flu (Influenza) se bachne ke liye seasonal vaccine chahiye.,Prevention of Influenza (flu),,
Severe allergic reaction ho gaya hai aur heart fail (Cardiac arrest) jaisi halat hai.,"Severe allergic reactions, Cardiac arrest",,
Sugar bhot badh gayi hai (Type 2 diabetes mellitus).,Type 2 diabetes mellitus,,
Dast (Diarrhea) ho rahe hain Clostridium difficile infection ki wajah se.,Clostridium difficile associated diarrhea,,
"Kaan ka mael (Earwax) bhot sakht ho gaya hai, use nikalne ke liye drop chahiye.",Softening of earwax,,
Breast aur colon cancer ka treatment chal raha hai.,"Breast cancer, Cancer of colon and rectum",,
Vagina me khujli aur safed pani (Fungal infection) ki problem hai.,Treatment of Fungal infections of vagina,,
Jodon me ghisavat (Osteoarthritis) ki wajah se bhot dard rehta hai.,Treatment of Osteoarthritis,,
Blood cancer (Acute lymphocytic leukemia) ka treatment chahiye.,Blood cancer (Acute lymphocytic leukemia),,
